id_prj,id_version,version_name,level1,level2,hist_date,hist_value,flag_adj
106,1,Version 1,Jakarta,Basketballs Shoes,2023-02-13T00:00:00.000000000Z,1257.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-02-20T00:00:00.000000000Z,1369.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-02-27T00:00:00.000000000Z,1353.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-03-06T00:00:00.000000000Z,1321.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-03-13T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-03-20T00:00:00.000000000Z,1329.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-03-27T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-04-03T00:00:00.000000000Z,1390.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-04-10T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-04-17T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-04-24T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-05-01T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-05-08T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-05-15T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-05-22T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-05-29T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-06-05T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-06-12T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-06-19T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-06-26T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-07-03T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-07-10T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-07-17T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-07-24T00:00:00.000000000Z,1403.0,1
106,1,Version 1,Jakarta,Basketballs Shoes,2023-07-31T00:00:00.000000000Z,1403.0,1
